payment_id,claim_id,payment_date,payment_type,payment_value,claim_date
219224,2422,2023-01-09 00:00:00+00:00,PÉRDIDA TOTAL,65000000.0,2023-01-03 00:00:00+00:00
892355,2422,2023-01-25 00:00:00+00:00,PÉRDIDA PARCIAL,69000000.0,2023-01-03 00:00:00+00:00
537077,2422,2023-01-27 00:00:00+00:00,GRÚA,69000000.0,2023-01-03 00:00:00+00:00
192457,8444,2023-01-16 00:00:00+00:00,GRÚA,5000000.0,2023-01-03 00:00:00+00:00
273603,2399,2023-01-28 00:00:00+00:00,PÉRDIDA TOTAL,24000000.0,2023-01-03 00:00:00+00:00
246912,2399,2023-01-04 00:00:00+00:00,RESPONSABILIDAD CIVIL,4000000.0,2023-01-03 00:00:00+00:00
100962,2399,2023-01-03 00:00:00+00:00,GRÚA,36000000.0,2023-01-03 00:00:00+00:00
780680,2399,2023-01-09 00:00:00+00:00,RESPONSABILIDAD CIVIL,64000000.0,2023-01-03 00:00:00+00:00
909956,5862,2023-01-26 00:00:00+00:00,RESPONSABILIDAD CIVIL,33000000.0,2023-01-03 00:00:00+00:00
444115,5862,2023-01-07 00:00:00+00:00,CONDUCTOR ELEGIDO,49000000.0,2023-01-03 00:00:00+00:00
195686,5862,2023-01-10 00:00:00+00:00,PÉRDIDA PARCIAL,71000000.0,2023-01-03 00:00:00+00:00
14082,5862,2023-01-08 00:00:00+00:00,CONDUCTOR ELEGIDO,28000000.0,2023-01-03 00:00:00+00:00
656377,8718,2023-01-04 00:00:00+00:00,PÉRDIDA TOTAL,74000000.0,2023-01-03 00:00:00+00:00
97296,8718,2023-01-17 00:00:00+00:00,RESPONSABILIDAD CIVIL,17000000.0,2023-01-03 00:00:00+00:00
80518,8718,2023-01-05 00:00:00+00:00,CONDUCTOR ELEGIDO,39000000.0,2023-01-03 00:00:00+00:00
367448,8422,2023-01-24 00:00:00+00:00,GRÚA,46000000.0,2023-01-03 00:00:00+00:00
424609,9133,2023-01-13 00:00:00+00:00,RESPONSABILIDAD CIVIL,97000000.0,2023-01-03 00:00:00+00:00
246180,9133,2023-01-09 00:00:00+00:00,PÉRDIDA TOTAL,63000000.0,2023-01-03 00:00:00+00:00
937088,8439,2023-01-28 00:00:00+00:00,GRÚA,84000000.0,2023-01-03 00:00:00+00:00
617669,1033,2023-01-16 00:00:00+00:00,PÉRDIDA PARCIAL,67000000.0,2023-01-03 00:00:00+00:00
245370,1033,2023-01-31 00:00:00+00:00,RESPONSABILIDAD CIVIL,65000000.0,2023-01-03 00:00:00+00:00
451476,7661,2023-01-05 00:00:00+00:00,PÉRDIDA PARCIAL,75000000.0,2023-01-03 00:00:00+00:00
224036,1433,2023-01-20 00:00:00+00:00,PÉRDIDA TOTAL,60000000.0,2023-01-03 00:00:00+00:00
862779,1433,2023-01-14 00:00:00+00:00,RESPONSABILIDAD CIVIL,41000000.0,2023-01-03 00:00:00+00:00
973835,7158,2023-01-19 00:00:00+00:00,RESPONSABILIDAD CIVIL,41000000.0,2023-01-03 00:00:00+00:00
662713,8371,2023-01-20 00:00:00+00:00,PÉRDIDA PARCIAL,29000000.0,2023-01-03 00:00:00+00:00
453937,7762,2023-01-06 00:00:00+00:00,GRÚA,98000000.0,2023-01-03 00:00:00+00:00
276309,7762,2023-01-18 00:00:00+00:00,CONDUCTOR ELEGIDO,53000000.0,2023-01-03 00:00:00+00:00
519993,7762,2023-01-22 00:00:00+00:00,CONDUCTOR ELEGIDO,39000000.0,2023-01-03 00:00:00+00:00
301384,7762,2023-01-07 00:00:00+00:00,PÉRDIDA PARCIAL,28000000.0,2023-01-03 00:00:00+00:00
585156,1399,2023-01-27 00:00:00+00:00,PÉRDIDA TOTAL,5000000.0,2023-01-03 00:00:00+00:00
549207,1399,2023-01-18 00:00:00+00:00,RESPONSABILIDAD CIVIL,40000000.0,2023-01-03 00:00:00+00:00
71949,1948,2023-01-03 00:00:00+00:00,GRÚA,1000000.0,2023-01-03 00:00:00+00:00
705252,1948,2023-01-03 00:00:00+00:00,RESPONSABILIDAD CIVIL,39000000.0,2023-01-03 00:00:00+00:00
659548,5083,2023-01-13 00:00:00+00:00,CONDUCTOR ELEGIDO,41000000.0,2023-01-03 00:00:00+00:00
216295,5083,2023-01-07 00:00:00+00:00,CONDUCTOR ELEGIDO,74000000.0,2023-01-03 00:00:00+00:00
362471,5083,2023-01-30 00:00:00+00:00,CONDUCTOR ELEGIDO,75000000.0,2023-01-03 00:00:00+00:00
928599,6825,2023-01-26 00:00:00+00:00,GRÚA,61000000.0,2023-01-03 00:00:00+00:00
310347,6825,2023-01-19 00:00:00+00:00,CONDUCTOR ELEGIDO,29000000.0,2023-01-03 00:00:00+00:00
530281,5697,2023-01-20 00:00:00+00:00,CONDUCTOR ELEGIDO,82000000.0,2023-01-03 00:00:00+00:00
