payment_id,claim_id,payment_date,payment_type,payment_value,claim_date
343008,6321,2023-01-25 00:00:00+00:00,CONDUCTOR ELEGIDO,55000000.0,2023-01-21 00:00:00+00:00
751966,8287,2023-01-12 00:00:00+00:00,PÉRDIDA PARCIAL,2000000.0,2023-01-21 00:00:00+00:00
924469,8287,2023-01-26 00:00:00+00:00,CONDUCTOR ELEGIDO,80000000.0,2023-01-21 00:00:00+00:00
311627,7736,2023-01-05 00:00:00+00:00,PÉRDIDA TOTAL,67000000.0,2023-01-21 00:00:00+00:00
645371,7736,2023-01-07 00:00:00+00:00,PÉRDIDA TOTAL,56000000.0,2023-01-21 00:00:00+00:00
54733,7736,2023-01-20 00:00:00+00:00,PÉRDIDA TOTAL,94000000.0,2023-01-21 00:00:00+00:00
913970,7736,2023-01-30 00:00:00+00:00,GRÚA,86000000.0,2023-01-21 00:00:00+00:00
308002,1572,2023-01-27 00:00:00+00:00,CONDUCTOR ELEGIDO,45000000.0,2023-01-21 00:00:00+00:00
41589,1572,2023-01-08 00:00:00+00:00,RESPONSABILIDAD CIVIL,43000000.0,2023-01-21 00:00:00+00:00
939189,1572,2023-01-18 00:00:00+00:00,RESPONSABILIDAD CIVIL,35000000.0,2023-01-21 00:00:00+00:00
121268,1572,2023-01-07 00:00:00+00:00,PÉRDIDA TOTAL,35000000.0,2023-01-21 00:00:00+00:00
763955,1572,2023-01-16 00:00:00+00:00,CONDUCTOR ELEGIDO,61000000.0,2023-01-21 00:00:00+00:00
645094,1572,2023-01-05 00:00:00+00:00,PÉRDIDA TOTAL,36000000.0,2023-01-21 00:00:00+00:00
520437,5085,2023-01-23 00:00:00+00:00,PÉRDIDA TOTAL,38000000.0,2023-01-21 00:00:00+00:00
892532,5085,2023-01-13 00:00:00+00:00,GRÚA,59000000.0,2023-01-21 00:00:00+00:00
678237,9388,2023-01-29 00:00:00+00:00,RESPONSABILIDAD CIVIL,34000000.0,2023-01-21 00:00:00+00:00
799250,5719,2023-01-26 00:00:00+00:00,PÉRDIDA TOTAL,79000000.0,2023-01-21 00:00:00+00:00
327740,5719,2023-01-09 00:00:00+00:00,CONDUCTOR ELEGIDO,74000000.0,2023-01-21 00:00:00+00:00
705094,5719,2023-01-10 00:00:00+00:00,GRÚA,47000000.0,2023-01-21 00:00:00+00:00
625768,8952,2023-01-22 00:00:00+00:00,CONDUCTOR ELEGIDO,24000000.0,2023-01-21 00:00:00+00:00
728209,8952,2023-01-30 00:00:00+00:00,CONDUCTOR ELEGIDO,35000000.0,2023-01-21 00:00:00+00:00
140066,8952,2023-01-04 00:00:00+00:00,PÉRDIDA PARCIAL,1000000.0,2023-01-21 00:00:00+00:00
729449,3312,2023-01-10 00:00:00+00:00,RESPONSABILIDAD CIVIL,38000000.0,2023-01-21 00:00:00+00:00
989103,3312,2023-01-03 00:00:00+00:00,CONDUCTOR ELEGIDO,1000000.0,2023-01-21 00:00:00+00:00
564472,1129,2023-01-30 00:00:00+00:00,PÉRDIDA TOTAL,83000000.0,2023-01-21 00:00:00+00:00
149863,1129,2023-01-12 00:00:00+00:00,GRÚA,76000000.0,2023-01-21 00:00:00+00:00
311077,1129,2023-01-17 00:00:00+00:00,CONDUCTOR ELEGIDO,49000000.0,2023-01-21 00:00:00+00:00
251783,4875,2023-01-25 00:00:00+00:00,PÉRDIDA PARCIAL,61000000.0,2023-01-21 00:00:00+00:00
831382,4875,2023-01-25 00:00:00+00:00,GRÚA,13000000.0,2023-01-21 00:00:00+00:00
588896,4612,2023-01-10 00:00:00+00:00,PÉRDIDA TOTAL,97000000.0,2023-01-21 00:00:00+00:00
847934,4612,2023-01-06 00:00:00+00:00,GRÚA,59000000.0,2023-01-21 00:00:00+00:00
232744,3613,2023-01-02 00:00:00+00:00,PÉRDIDA PARCIAL,70000000.0,2023-01-21 00:00:00+00:00
377079,3613,2023-01-20 00:00:00+00:00,PÉRDIDA TOTAL,88000000.0,2023-01-21 00:00:00+00:00
462851,5054,2023-01-15 00:00:00+00:00,PÉRDIDA PARCIAL,95000000.0,2023-01-21 00:00:00+00:00
88486,1775,2023-01-25 00:00:00+00:00,CONDUCTOR ELEGIDO,43000000.0,2023-01-21 00:00:00+00:00
111964,1775,2023-01-13 00:00:00+00:00,PÉRDIDA TOTAL,64000000.0,2023-01-21 00:00:00+00:00
901459,1838,2023-01-29 00:00:00+00:00,PÉRDIDA TOTAL,81000000.0,2023-01-21 00:00:00+00:00
807355,1838,2023-01-11 00:00:00+00:00,PÉRDIDA PARCIAL,65000000.0,2023-01-21 00:00:00+00:00
204842,1222,2023-01-02 00:00:00+00:00,PÉRDIDA PARCIAL,77000000.0,2023-01-21 00:00:00+00:00
784107,9609,2023-01-10 00:00:00+00:00,GRÚA,9000000.0,2023-01-21 00:00:00+00:00
863880,3789,2023-01-03 00:00:00+00:00,CONDUCTOR ELEGIDO,67000000.0,2023-01-21 00:00:00+00:00
578755,643,2023-01-11 00:00:00+00:00,CONDUCTOR ELEGIDO,75000000.0,2023-01-21 00:00:00+00:00
144184,643,2023-01-29 00:00:00+00:00,RESPONSABILIDAD CIVIL,63000000.0,2023-01-21 00:00:00+00:00
424620,643,2023-01-06 00:00:00+00:00,PÉRDIDA TOTAL,39000000.0,2023-01-21 00:00:00+00:00
131196,9017,2023-01-22 00:00:00+00:00,CONDUCTOR ELEGIDO,88000000.0,2023-01-21 00:00:00+00:00
286043,9017,2023-01-10 00:00:00+00:00,PÉRDIDA TOTAL,4000000.0,2023-01-21 00:00:00+00:00
189596,3050,2023-01-29 00:00:00+00:00,PÉRDIDA TOTAL,91000000.0,2023-01-21 00:00:00+00:00
601327,3050,2023-01-10 00:00:00+00:00,GRÚA,6000000.0,2023-01-21 00:00:00+00:00
774635,6424,2023-01-08 00:00:00+00:00,RESPONSABILIDAD CIVIL,66000000.0,2023-01-21 00:00:00+00:00
