payment_id,claim_id,payment_date,payment_type,payment_value,claim_date
366021,6815,2023-01-12 00:00:00+00:00,PÉRDIDA TOTAL,46000000.0,2023-01-17 00:00:00+00:00
814758,6815,2023-01-18 00:00:00+00:00,GRÚA,39000000.0,2023-01-17 00:00:00+00:00
410749,7530,2023-01-01 00:00:00+00:00,PÉRDIDA TOTAL,7000000.0,2023-01-17 00:00:00+00:00
177284,497,2023-01-22 00:00:00+00:00,CONDUCTOR ELEGIDO,9000000.0,2023-01-17 00:00:00+00:00
867465,497,2023-01-15 00:00:00+00:00,PÉRDIDA TOTAL,12000000.0,2023-01-17 00:00:00+00:00
88963,497,2023-01-19 00:00:00+00:00,PÉRDIDA TOTAL,78000000.0,2023-01-17 00:00:00+00:00
592587,497,2023-01-04 00:00:00+00:00,CONDUCTOR ELEGIDO,31000000.0,2023-01-17 00:00:00+00:00
580106,9976,2023-01-10 00:00:00+00:00,CONDUCTOR ELEGIDO,5000000.0,2023-01-17 00:00:00+00:00
121643,9976,2023-01-30 00:00:00+00:00,RESPONSABILIDAD CIVIL,54000000.0,2023-01-17 00:00:00+00:00
782297,6447,2023-01-27 00:00:00+00:00,PÉRDIDA PARCIAL,72000000.0,2023-01-17 00:00:00+00:00
811546,85,2023-01-04 00:00:00+00:00,CONDUCTOR ELEGIDO,57000000.0,2023-01-17 00:00:00+00:00
128981,85,2023-01-21 00:00:00+00:00,RESPONSABILIDAD CIVIL,27000000.0,2023-01-17 00:00:00+00:00
733584,5289,2023-01-03 00:00:00+00:00,PÉRDIDA PARCIAL,30000000.0,2023-01-17 00:00:00+00:00
193077,5289,2023-01-18 00:00:00+00:00,RESPONSABILIDAD CIVIL,13000000.0,2023-01-17 00:00:00+00:00
433091,5289,2023-01-14 00:00:00+00:00,GRÚA,14000000.0,2023-01-17 00:00:00+00:00
707831,5131,2023-01-14 00:00:00+00:00,RESPONSABILIDAD CIVIL,1000000.0,2023-01-17 00:00:00+00:00
923193,5131,2023-01-19 00:00:00+00:00,PÉRDIDA PARCIAL,5000000.0,2023-01-17 00:00:00+00:00
213081,5131,2023-01-28 00:00:00+00:00,PÉRDIDA TOTAL,73000000.0,2023-01-17 00:00:00+00:00
594246,4125,2023-01-10 00:00:00+00:00,PÉRDIDA TOTAL,37000000.0,2023-01-17 00:00:00+00:00
193907,5537,2023-01-11 00:00:00+00:00,PÉRDIDA TOTAL,73000000.0,2023-01-17 00:00:00+00:00
794007,8277,2023-01-22 00:00:00+00:00,RESPONSABILIDAD CIVIL,50000000.0,2023-01-17 00:00:00+00:00
660608,8277,2023-01-22 00:00:00+00:00,RESPONSABILIDAD CIVIL,27000000.0,2023-01-17 00:00:00+00:00
270485,8277,2023-01-09 00:00:00+00:00,PÉRDIDA TOTAL,90000000.0,2023-01-17 00:00:00+00:00
693822,8277,2023-01-26 00:00:00+00:00,CONDUCTOR ELEGIDO,55000000.0,2023-01-17 00:00:00+00:00
295362,8277,2023-01-26 00:00:00+00:00,PÉRDIDA TOTAL,22000000.0,2023-01-17 00:00:00+00:00
462058,8277,2023-01-28 00:00:00+00:00,PÉRDIDA TOTAL,52000000.0,2023-01-17 00:00:00+00:00
807307,2310,2023-01-26 00:00:00+00:00,CONDUCTOR ELEGIDO,92000000.0,2023-01-17 00:00:00+00:00
692632,2310,2023-01-15 00:00:00+00:00,CONDUCTOR ELEGIDO,14000000.0,2023-01-17 00:00:00+00:00
675193,2310,2023-01-15 00:00:00+00:00,PÉRDIDA PARCIAL,60000000.0,2023-01-17 00:00:00+00:00
404237,6936,2023-01-03 00:00:00+00:00,PÉRDIDA PARCIAL,8000000.0,2023-01-17 00:00:00+00:00
618275,6936,2023-01-12 00:00:00+00:00,RESPONSABILIDAD CIVIL,4000000.0,2023-01-17 00:00:00+00:00
910125,6861,2023-01-17 00:00:00+00:00,RESPONSABILIDAD CIVIL,42000000.0,2023-01-17 00:00:00+00:00
588884,6861,2023-01-14 00:00:00+00:00,PÉRDIDA TOTAL,47000000.0,2023-01-17 00:00:00+00:00
366475,858,2023-01-25 00:00:00+00:00,PÉRDIDA PARCIAL,68000000.0,2023-01-17 00:00:00+00:00
338684,5197,2023-01-21 00:00:00+00:00,PÉRDIDA TOTAL,86000000.0,2023-01-17 00:00:00+00:00
550507,7352,2023-01-04 00:00:00+00:00,RESPONSABILIDAD CIVIL,66000000.0,2023-01-17 00:00:00+00:00
695742,7352,2023-01-01 00:00:00+00:00,PÉRDIDA TOTAL,31000000.0,2023-01-17 00:00:00+00:00
540540,9441,2023-01-14 00:00:00+00:00,GRÚA,74000000.0,2023-01-17 00:00:00+00:00
124449,4145,2023-01-23 00:00:00+00:00,PÉRDIDA TOTAL,12000000.0,2023-01-17 00:00:00+00:00
539610,6270,2023-01-31 00:00:00+00:00,GRÚA,51000000.0,2023-01-17 00:00:00+00:00
501002,6270,2023-01-15 00:00:00+00:00,RESPONSABILIDAD CIVIL,42000000.0,2023-01-17 00:00:00+00:00
209853,8254,2023-01-06 00:00:00+00:00,RESPONSABILIDAD CIVIL,42000000.0,2023-01-17 00:00:00+00:00
994091,8254,2023-01-04 00:00:00+00:00,GRÚA,79000000.0,2023-01-17 00:00:00+00:00
153176,3172,2023-01-30 00:00:00+00:00,PÉRDIDA PARCIAL,83000000.0,2023-01-17 00:00:00+00:00
84757,7336,2023-01-24 00:00:00+00:00,PÉRDIDA PARCIAL,73000000.0,2023-01-17 00:00:00+00:00
