payment_id,claim_id,payment_date,payment_type,payment_value,claim_date
345807,2677,2023-01-16 00:00:00+00:00,RESPONSABILIDAD CIVIL,15000000.0,2023-01-06 00:00:00+00:00
762435,2677,2023-01-22 00:00:00+00:00,GRÚA,31000000.0,2023-01-06 00:00:00+00:00
847236,2677,2023-01-24 00:00:00+00:00,CONDUCTOR ELEGIDO,58000000.0,2023-01-06 00:00:00+00:00
502163,2677,2023-01-01 00:00:00+00:00,GRÚA,13000000.0,2023-01-06 00:00:00+00:00
128588,3861,2023-01-27 00:00:00+00:00,GRÚA,48000000.0,2023-01-06 00:00:00+00:00
833216,3861,2023-01-06 00:00:00+00:00,PÉRDIDA PARCIAL,76000000.0,2023-01-06 00:00:00+00:00
994201,8937,2023-01-03 00:00:00+00:00,CONDUCTOR ELEGIDO,59000000.0,2023-01-06 00:00:00+00:00
440126,8937,2023-01-30 00:00:00+00:00,GRÚA,30000000.0,2023-01-06 00:00:00+00:00
996010,3904,2023-01-02 00:00:00+00:00,RESPONSABILIDAD CIVIL,22000000.0,2023-01-06 00:00:00+00:00
976877,3904,2023-01-23 00:00:00+00:00,RESPONSABILIDAD CIVIL,60000000.0,2023-01-06 00:00:00+00:00
518799,3904,2023-01-22 00:00:00+00:00,PÉRDIDA TOTAL,48000000.0,2023-01-06 00:00:00+00:00
751017,7962,2023-01-20 00:00:00+00:00,CONDUCTOR ELEGIDO,15000000.0,2023-01-06 00:00:00+00:00
775708,7962,2023-01-25 00:00:00+00:00,CONDUCTOR ELEGIDO,78000000.0,2023-01-06 00:00:00+00:00
778496,7962,2023-01-21 00:00:00+00:00,PÉRDIDA TOTAL,80000000.0,2023-01-06 00:00:00+00:00
978992,537,2023-01-30 00:00:00+00:00,RESPONSABILIDAD CIVIL,83000000.0,2023-01-06 00:00:00+00:00
967292,5716,2023-01-01 00:00:00+00:00,CONDUCTOR ELEGIDO,47000000.0,2023-01-06 00:00:00+00:00
364177,45,2023-01-31 00:00:00+00:00,PÉRDIDA TOTAL,8000000.0,2023-01-06 00:00:00+00:00
467204,45,2023-01-02 00:00:00+00:00,PÉRDIDA TOTAL,3000000.0,2023-01-06 00:00:00+00:00
920049,46,2023-01-24 00:00:00+00:00,GRÚA,42000000.0,2023-01-06 00:00:00+00:00
110861,46,2023-01-11 00:00:00+00:00,CONDUCTOR ELEGIDO,6000000.0,2023-01-06 00:00:00+00:00
497883,4082,2023-01-07 00:00:00+00:00,PÉRDIDA TOTAL,4000000.0,2023-01-06 00:00:00+00:00
145543,4082,2023-01-22 00:00:00+00:00,CONDUCTOR ELEGIDO,12000000.0,2023-01-06 00:00:00+00:00
88482,4082,2023-01-27 00:00:00+00:00,CONDUCTOR ELEGIDO,78000000.0,2023-01-06 00:00:00+00:00
596485,4082,2023-01-12 00:00:00+00:00,CONDUCTOR ELEGIDO,16000000.0,2023-01-06 00:00:00+00:00
878113,5523,2023-01-15 00:00:00+00:00,PÉRDIDA PARCIAL,47000000.0,2023-01-06 00:00:00+00:00
821392,5523,2023-01-03 00:00:00+00:00,GRÚA,77000000.0,2023-01-06 00:00:00+00:00
525669,5523,2023-01-16 00:00:00+00:00,PÉRDIDA TOTAL,82000000.0,2023-01-06 00:00:00+00:00
752644,4545,2023-01-15 00:00:00+00:00,PÉRDIDA PARCIAL,59000000.0,2023-01-06 00:00:00+00:00
985187,4545,2023-01-24 00:00:00+00:00,RESPONSABILIDAD CIVIL,24000000.0,2023-01-06 00:00:00+00:00
626425,2064,2023-01-24 00:00:00+00:00,RESPONSABILIDAD CIVIL,21000000.0,2023-01-06 00:00:00+00:00
431928,2064,2023-01-08 00:00:00+00:00,RESPONSABILIDAD CIVIL,74000000.0,2023-01-06 00:00:00+00:00
854366,2064,2023-01-27 00:00:00+00:00,PÉRDIDA PARCIAL,95000000.0,2023-01-06 00:00:00+00:00
124348,3899,2023-01-02 00:00:00+00:00,PÉRDIDA TOTAL,43000000.0,2023-01-06 00:00:00+00:00
739470,3899,2023-01-18 00:00:00+00:00,PÉRDIDA TOTAL,66000000.0,2023-01-06 00:00:00+00:00
392770,5281,2023-01-04 00:00:00+00:00,CONDUCTOR ELEGIDO,82000000.0,2023-01-06 00:00:00+00:00
741435,5281,2023-01-07 00:00:00+00:00,RESPONSABILIDAD CIVIL,48000000.0,2023-01-06 00:00:00+00:00
931630,9379,2023-01-13 00:00:00+00:00,GRÚA,48000000.0,2023-01-06 00:00:00+00:00
929269,9379,2023-01-28 00:00:00+00:00,PÉRDIDA PARCIAL,24000000.0,2023-01-06 00:00:00+00:00
426921,616,2023-01-17 00:00:00+00:00,PÉRDIDA TOTAL,7000000.0,2023-01-06 00:00:00+00:00
465042,616,2023-01-15 00:00:00+00:00,RESPONSABILIDAD CIVIL,7000000.0,2023-01-06 00:00:00+00:00
845672,616,2023-01-30 00:00:00+00:00,GRÚA,30000000.0,2023-01-06 00:00:00+00:00
272717,616,2023-01-23 00:00:00+00:00,PÉRDIDA PARCIAL,29000000.0,2023-01-06 00:00:00+00:00
173078,7782,2023-01-28 00:00:00+00:00,PÉRDIDA PARCIAL,4000000.0,2023-01-06 00:00:00+00:00
515957,7782,2023-01-31 00:00:00+00:00,GRÚA,94000000.0,2023-01-06 00:00:00+00:00
537175,7377,2023-01-12 00:00:00+00:00,PÉRDIDA TOTAL,15000000.0,2023-01-06 00:00:00+00:00
701249,7377,2023-01-11 00:00:00+00:00,CONDUCTOR ELEGIDO,7000000.0,2023-01-06 00:00:00+00:00
242721,2735,2023-01-09 00:00:00+00:00,PÉRDIDA TOTAL,1000000.0,2023-01-06 00:00:00+00:00
533502,2735,2023-01-27 00:00:00+00:00,CONDUCTOR ELEGIDO,50000000.0,2023-01-06 00:00:00+00:00
339516,7574,2023-01-12 00:00:00+00:00,GRÚA,53000000.0,2023-01-06 00:00:00+00:00
562148,9107,2023-01-07 00:00:00+00:00,RESPONSABILIDAD CIVIL,26000000.0,2023-01-06 00:00:00+00:00
