payment_id,claim_id,payment_date,payment_type,payment_value,claim_date
49062,8994,2023-01-19 00:00:00+00:00,CONDUCTOR ELEGIDO,12000000.0,2023-01-24 00:00:00+00:00
326464,5471,2023-01-01 00:00:00+00:00,PÉRDIDA TOTAL,92000000.0,2023-01-24 00:00:00+00:00
253476,5471,2023-01-10 00:00:00+00:00,PÉRDIDA PARCIAL,2000000.0,2023-01-24 00:00:00+00:00
391117,8378,2023-01-06 00:00:00+00:00,CONDUCTOR ELEGIDO,85000000.0,2023-01-24 00:00:00+00:00
398549,8378,2023-01-25 00:00:00+00:00,GRÚA,80000000.0,2023-01-24 00:00:00+00:00
318925,9719,2023-01-19 00:00:00+00:00,PÉRDIDA TOTAL,39000000.0,2023-01-24 00:00:00+00:00
842820,9719,2023-01-30 00:00:00+00:00,GRÚA,94000000.0,2023-01-24 00:00:00+00:00
195026,4043,2023-01-11 00:00:00+00:00,PÉRDIDA TOTAL,42000000.0,2023-01-24 00:00:00+00:00
259970,4043,2023-01-09 00:00:00+00:00,PÉRDIDA TOTAL,57000000.0,2023-01-24 00:00:00+00:00
23184,1132,2023-01-05 00:00:00+00:00,RESPONSABILIDAD CIVIL,81000000.0,2023-01-24 00:00:00+00:00
194905,1132,2023-01-29 00:00:00+00:00,RESPONSABILIDAD CIVIL,73000000.0,2023-01-24 00:00:00+00:00
321225,1132,2023-01-22 00:00:00+00:00,RESPONSABILIDAD CIVIL,64000000.0,2023-01-24 00:00:00+00:00
108256,4424,2023-01-19 00:00:00+00:00,RESPONSABILIDAD CIVIL,10000000.0,2023-01-24 00:00:00+00:00
973597,4424,2023-01-08 00:00:00+00:00,RESPONSABILIDAD CIVIL,64000000.0,2023-01-24 00:00:00+00:00
310986,4424,2023-01-16 00:00:00+00:00,PÉRDIDA PARCIAL,27000000.0,2023-01-24 00:00:00+00:00
555120,8394,2023-01-30 00:00:00+00:00,CONDUCTOR ELEGIDO,32000000.0,2023-01-24 00:00:00+00:00
108652,8394,2023-01-07 00:00:00+00:00,PÉRDIDA PARCIAL,13000000.0,2023-01-24 00:00:00+00:00
268899,2156,2023-01-20 00:00:00+00:00,PÉRDIDA PARCIAL,58000000.0,2023-01-24 00:00:00+00:00
364794,2156,2023-01-22 00:00:00+00:00,PÉRDIDA PARCIAL,48000000.0,2023-01-24 00:00:00+00:00
581671,2156,2023-01-26 00:00:00+00:00,CONDUCTOR ELEGIDO,85000000.0,2023-01-24 00:00:00+00:00
408802,6963,2023-01-31 00:00:00+00:00,RESPONSABILIDAD CIVIL,61000000.0,2023-01-24 00:00:00+00:00
325720,5316,2023-01-25 00:00:00+00:00,PÉRDIDA PARCIAL,93000000.0,2023-01-24 00:00:00+00:00
306612,5316,2023-01-11 00:00:00+00:00,RESPONSABILIDAD CIVIL,95000000.0,2023-01-24 00:00:00+00:00
741877,5316,2023-01-09 00:00:00+00:00,GRÚA,55000000.0,2023-01-24 00:00:00+00:00
143013,8489,2023-01-16 00:00:00+00:00,PÉRDIDA TOTAL,19000000.0,2023-01-24 00:00:00+00:00
607150,8489,2023-01-26 00:00:00+00:00,PÉRDIDA TOTAL,27000000.0,2023-01-24 00:00:00+00:00
673666,8489,2023-01-26 00:00:00+00:00,RESPONSABILIDAD CIVIL,59000000.0,2023-01-24 00:00:00+00:00
7676,2990,2023-01-09 00:00:00+00:00,GRÚA,19000000.0,2023-01-24 00:00:00+00:00
181266,2990,2023-01-24 00:00:00+00:00,CONDUCTOR ELEGIDO,33000000.0,2023-01-24 00:00:00+00:00
641305,9422,2023-01-06 00:00:00+00:00,PÉRDIDA PARCIAL,12000000.0,2023-01-24 00:00:00+00:00
377035,9422,2023-01-26 00:00:00+00:00,PÉRDIDA TOTAL,89000000.0,2023-01-24 00:00:00+00:00
561002,1688,2023-01-06 00:00:00+00:00,PÉRDIDA TOTAL,29000000.0,2023-01-24 00:00:00+00:00
190719,1688,2023-01-26 00:00:00+00:00,GRÚA,92000000.0,2023-01-24 00:00:00+00:00
472639,1688,2023-01-12 00:00:00+00:00,RESPONSABILIDAD CIVIL,7000000.0,2023-01-24 00:00:00+00:00
675621,3440,2023-01-30 00:00:00+00:00,PÉRDIDA TOTAL,71000000.0,2023-01-24 00:00:00+00:00
547606,3440,2023-01-19 00:00:00+00:00,GRÚA,41000000.0,2023-01-24 00:00:00+00:00
197405,3440,2023-01-26 00:00:00+00:00,GRÚA,63000000.0,2023-01-24 00:00:00+00:00
297634,9645,2023-01-27 00:00:00+00:00,RESPONSABILIDAD CIVIL,25000000.0,2023-01-24 00:00:00+00:00
338465,9645,2023-01-16 00:00:00+00:00,RESPONSABILIDAD CIVIL,54000000.0,2023-01-24 00:00:00+00:00
152421,5762,2023-01-14 00:00:00+00:00,CONDUCTOR ELEGIDO,76000000.0,2023-01-24 00:00:00+00:00
838547,5762,2023-01-30 00:00:00+00:00,CONDUCTOR ELEGIDO,87000000.0,2023-01-24 00:00:00+00:00
909257,5762,2023-01-11 00:00:00+00:00,GRÚA,13000000.0,2023-01-24 00:00:00+00:00
327766,8454,2023-01-06 00:00:00+00:00,RESPONSABILIDAD CIVIL,15000000.0,2023-01-24 00:00:00+00:00
281801,5117,2023-01-14 00:00:00+00:00,CONDUCTOR ELEGIDO,69000000.0,2023-01-24 00:00:00+00:00
763837,457,2023-01-19 00:00:00+00:00,CONDUCTOR ELEGIDO,62000000.0,2023-01-24 00:00:00+00:00
374080,1880,2023-01-25 00:00:00+00:00,GRÚA,60000000.0,2023-01-24 00:00:00+00:00
12409,3389,2023-01-02 00:00:00+00:00,PÉRDIDA TOTAL,59000000.0,2023-01-24 00:00:00+00:00
638280,9795,2023-01-14 00:00:00+00:00,PÉRDIDA TOTAL,56000000.0,2023-01-24 00:00:00+00:00
