payment_id,claim_id,payment_date,payment_type,payment_value,claim_date
669969,263,2023-01-22 00:00:00+00:00,PÉRDIDA TOTAL,11000000.0,2023-01-16 00:00:00+00:00
86811,263,2023-01-24 00:00:00+00:00,PÉRDIDA PARCIAL,47000000.0,2023-01-16 00:00:00+00:00
828364,263,2023-01-16 00:00:00+00:00,RESPONSABILIDAD CIVIL,98000000.0,2023-01-16 00:00:00+00:00
887072,263,2023-01-15 00:00:00+00:00,PÉRDIDA PARCIAL,53000000.0,2023-01-16 00:00:00+00:00
825909,5065,2023-01-04 00:00:00+00:00,PÉRDIDA PARCIAL,92000000.0,2023-01-16 00:00:00+00:00
810902,5065,2023-01-28 00:00:00+00:00,RESPONSABILIDAD CIVIL,78000000.0,2023-01-16 00:00:00+00:00
117967,636,2023-01-10 00:00:00+00:00,PÉRDIDA TOTAL,23000000.0,2023-01-16 00:00:00+00:00
269801,636,2023-01-02 00:00:00+00:00,PÉRDIDA TOTAL,28000000.0,2023-01-16 00:00:00+00:00
201870,2824,2023-01-09 00:00:00+00:00,GRÚA,32000000.0,2023-01-16 00:00:00+00:00
569785,2824,2023-01-22 00:00:00+00:00,GRÚA,19000000.0,2023-01-16 00:00:00+00:00
434223,2824,2023-01-25 00:00:00+00:00,CONDUCTOR ELEGIDO,39000000.0,2023-01-16 00:00:00+00:00
234291,2824,2023-01-14 00:00:00+00:00,PÉRDIDA PARCIAL,38000000.0,2023-01-16 00:00:00+00:00
359802,2824,2023-01-19 00:00:00+00:00,GRÚA,82000000.0,2023-01-16 00:00:00+00:00
979870,2787,2023-01-15 00:00:00+00:00,RESPONSABILIDAD CIVIL,46000000.0,2023-01-16 00:00:00+00:00
751896,2787,2023-01-30 00:00:00+00:00,CONDUCTOR ELEGIDO,4000000.0,2023-01-16 00:00:00+00:00
455596,2787,2023-01-19 00:00:00+00:00,PÉRDIDA TOTAL,60000000.0,2023-01-16 00:00:00+00:00
980962,2787,2023-01-31 00:00:00+00:00,GRÚA,3000000.0,2023-01-16 00:00:00+00:00
684300,7335,2023-01-18 00:00:00+00:00,CONDUCTOR ELEGIDO,35000000.0,2023-01-16 00:00:00+00:00
806646,7335,2023-01-18 00:00:00+00:00,PÉRDIDA TOTAL,72000000.0,2023-01-16 00:00:00+00:00
4006,4329,2023-01-11 00:00:00+00:00,GRÚA,13000000.0,2023-01-16 00:00:00+00:00
633905,1202,2023-01-25 00:00:00+00:00,PÉRDIDA PARCIAL,32000000.0,2023-01-16 00:00:00+00:00
847015,1202,2023-01-28 00:00:00+00:00,PÉRDIDA PARCIAL,51000000.0,2023-01-16 00:00:00+00:00
944734,2911,2023-01-31 00:00:00+00:00,GRÚA,49000000.0,2023-01-16 00:00:00+00:00
391612,1687,2023-01-19 00:00:00+00:00,CONDUCTOR ELEGIDO,18000000.0,2023-01-16 00:00:00+00:00
145012,1687,2023-01-14 00:00:00+00:00,CONDUCTOR ELEGIDO,14000000.0,2023-01-16 00:00:00+00:00
132006,2238,2023-01-13 00:00:00+00:00,PÉRDIDA TOTAL,76000000.0,2023-01-16 00:00:00+00:00
945864,3697,2023-01-10 00:00:00+00:00,PÉRDIDA TOTAL,66000000.0,2023-01-16 00:00:00+00:00
53251,3697,2023-01-13 00:00:00+00:00,PÉRDIDA TOTAL,6000000.0,2023-01-16 00:00:00+00:00
977530,3697,2023-01-24 00:00:00+00:00,GRÚA,85000000.0,2023-01-16 00:00:00+00:00
104421,3697,2023-01-25 00:00:00+00:00,CONDUCTOR ELEGIDO,40000000.0,2023-01-16 00:00:00+00:00
623811,3697,2023-01-24 00:00:00+00:00,CONDUCTOR ELEGIDO,55000000.0,2023-01-16 00:00:00+00:00
703437,6795,2023-01-18 00:00:00+00:00,PÉRDIDA PARCIAL,72000000.0,2023-01-16 00:00:00+00:00
126195,6795,2023-01-13 00:00:00+00:00,RESPONSABILIDAD CIVIL,95000000.0,2023-01-16 00:00:00+00:00
628321,6795,2023-01-12 00:00:00+00:00,PÉRDIDA TOTAL,93000000.0,2023-01-16 00:00:00+00:00
261388,2133,2023-01-17 00:00:00+00:00,PÉRDIDA TOTAL,51000000.0,2023-01-16 00:00:00+00:00
751151,8985,2023-01-14 00:00:00+00:00,GRÚA,86000000.0,2023-01-16 00:00:00+00:00
518594,8182,2023-01-12 00:00:00+00:00,RESPONSABILIDAD CIVIL,93000000.0,2023-01-16 00:00:00+00:00
136871,8182,2023-01-27 00:00:00+00:00,CONDUCTOR ELEGIDO,43000000.0,2023-01-16 00:00:00+00:00
970131,8182,2023-01-21 00:00:00+00:00,RESPONSABILIDAD CIVIL,76000000.0,2023-01-16 00:00:00+00:00
106771,5171,2023-01-07 00:00:00+00:00,PÉRDIDA TOTAL,43000000.0,2023-01-16 00:00:00+00:00
20938,1718,2023-01-04 00:00:00+00:00,CONDUCTOR ELEGIDO,93000000.0,2023-01-16 00:00:00+00:00
511861,1718,2023-01-22 00:00:00+00:00,PÉRDIDA TOTAL,56000000.0,2023-01-16 00:00:00+00:00
493790,1923,2023-01-02 00:00:00+00:00,PÉRDIDA PARCIAL,69000000.0,2023-01-16 00:00:00+00:00
903487,9660,2023-01-22 00:00:00+00:00,PÉRDIDA PARCIAL,65000000.0,2023-01-16 00:00:00+00:00
595874,9660,2023-01-09 00:00:00+00:00,RESPONSABILIDAD CIVIL,87000000.0,2023-01-16 00:00:00+00:00
12079,9881,2023-01-17 00:00:00+00:00,PÉRDIDA TOTAL,45000000.0,2023-01-16 00:00:00+00:00
384404,9881,2023-01-26 00:00:00+00:00,PÉRDIDA TOTAL,66000000.0,2023-01-16 00:00:00+00:00
266061,8643,2023-01-06 00:00:00+00:00,PÉRDIDA PARCIAL,14000000.0,2023-01-16 00:00:00+00:00
676096,8643,2023-01-22 00:00:00+00:00,GRÚA,25000000.0,2023-01-16 00:00:00+00:00
975994,1126,2023-01-02 00:00:00+00:00,RESPONSABILIDAD CIVIL,8000000.0,2023-01-16 00:00:00+00:00
163214,8194,2023-01-06 00:00:00+00:00,RESPONSABILIDAD CIVIL,53000000.0,2023-01-16 00:00:00+00:00
