payment_id,claim_id,payment_date,payment_type,payment_value,claim_date
622556,3327,2023-01-02 00:00:00+00:00,PÉRDIDA TOTAL,89000000.0,2023-01-11 00:00:00+00:00
103102,3327,2023-01-14 00:00:00+00:00,GRÚA,48000000.0,2023-01-11 00:00:00+00:00
411851,3327,2023-01-11 00:00:00+00:00,CONDUCTOR ELEGIDO,85000000.0,2023-01-11 00:00:00+00:00
129767,409,2023-01-20 00:00:00+00:00,PÉRDIDA TOTAL,72000000.0,2023-01-11 00:00:00+00:00
101455,409,2023-01-18 00:00:00+00:00,GRÚA,73000000.0,2023-01-11 00:00:00+00:00
524462,409,2023-01-01 00:00:00+00:00,CONDUCTOR ELEGIDO,39000000.0,2023-01-11 00:00:00+00:00
183628,4899,2023-01-01 00:00:00+00:00,RESPONSABILIDAD CIVIL,39000000.0,2023-01-11 00:00:00+00:00
339446,4899,2023-01-07 00:00:00+00:00,PÉRDIDA PARCIAL,32000000.0,2023-01-11 00:00:00+00:00
556885,4899,2023-01-29 00:00:00+00:00,GRÚA,79000000.0,2023-01-11 00:00:00+00:00
172274,4899,2023-01-02 00:00:00+00:00,PÉRDIDA PARCIAL,75000000.0,2023-01-11 00:00:00+00:00
769113,4899,2023-01-14 00:00:00+00:00,PÉRDIDA PARCIAL,9000000.0,2023-01-11 00:00:00+00:00
216741,8528,2023-01-12 00:00:00+00:00,PÉRDIDA TOTAL,27000000.0,2023-01-11 00:00:00+00:00
387906,8528,2023-01-03 00:00:00+00:00,PÉRDIDA TOTAL,77000000.0,2023-01-11 00:00:00+00:00
182454,8528,2023-01-16 00:00:00+00:00,CONDUCTOR ELEGIDO,57000000.0,2023-01-11 00:00:00+00:00
460759,5225,2023-01-29 00:00:00+00:00,GRÚA,64000000.0,2023-01-11 00:00:00+00:00
382419,5225,2023-01-05 00:00:00+00:00,GRÚA,1000000.0,2023-01-11 00:00:00+00:00
984069,4211,2023-01-12 00:00:00+00:00,PÉRDIDA TOTAL,42000000.0,2023-01-11 00:00:00+00:00
111664,4597,2023-01-16 00:00:00+00:00,CONDUCTOR ELEGIDO,22000000.0,2023-01-11 00:00:00+00:00
852410,4597,2023-01-31 00:00:00+00:00,CONDUCTOR ELEGIDO,18000000.0,2023-01-11 00:00:00+00:00
47078,1333,2023-01-03 00:00:00+00:00,RESPONSABILIDAD CIVIL,22000000.0,2023-01-11 00:00:00+00:00
134435,1333,2023-01-18 00:00:00+00:00,CONDUCTOR ELEGIDO,92000000.0,2023-01-11 00:00:00+00:00
333078,7123,2023-01-03 00:00:00+00:00,RESPONSABILIDAD CIVIL,98000000.0,2023-01-11 00:00:00+00:00
536904,7123,2023-01-02 00:00:00+00:00,PÉRDIDA TOTAL,47000000.0,2023-01-11 00:00:00+00:00
548486,8038,2023-01-24 00:00:00+00:00,RESPONSABILIDAD CIVIL,82000000.0,2023-01-11 00:00:00+00:00
383175,6831,2023-01-11 00:00:00+00:00,RESPONSABILIDAD CIVIL,35000000.0,2023-01-11 00:00:00+00:00
377095,3441,2023-01-28 00:00:00+00:00,PÉRDIDA PARCIAL,71000000.0,2023-01-11 00:00:00+00:00
480290,3441,2023-01-24 00:00:00+00:00,PÉRDIDA PARCIAL,37000000.0,2023-01-11 00:00:00+00:00
644567,3441,2023-01-02 00:00:00+00:00,PÉRDIDA PARCIAL,50000000.0,2023-01-11 00:00:00+00:00
910620,3441,2023-01-05 00:00:00+00:00,RESPONSABILIDAD CIVIL,73000000.0,2023-01-11 00:00:00+00:00
32925,7749,2023-01-13 00:00:00+00:00,CONDUCTOR ELEGIDO,11000000.0,2023-01-11 00:00:00+00:00
224463,7749,2023-01-03 00:00:00+00:00,CONDUCTOR ELEGIDO,60000000.0,2023-01-11 00:00:00+00:00
492912,7749,2023-01-07 00:00:00+00:00,RESPONSABILIDAD CIVIL,36000000.0,2023-01-11 00:00:00+00:00
842999,5139,2023-01-29 00:00:00+00:00,GRÚA,87000000.0,2023-01-11 00:00:00+00:00
687805,5139,2023-01-22 00:00:00+00:00,RESPONSABILIDAD CIVIL,53000000.0,2023-01-11 00:00:00+00:00
63008,86,2023-01-15 00:00:00+00:00,GRÚA,18000000.0,2023-01-11 00:00:00+00:00
223168,86,2023-01-27 00:00:00+00:00,RESPONSABILIDAD CIVIL,61000000.0,2023-01-11 00:00:00+00:00
547462,86,2023-01-21 00:00:00+00:00,PÉRDIDA PARCIAL,24000000.0,2023-01-11 00:00:00+00:00
737094,5817,2023-01-21 00:00:00+00:00,PÉRDIDA TOTAL,69000000.0,2023-01-11 00:00:00+00:00
291698,5817,2023-01-31 00:00:00+00:00,PÉRDIDA PARCIAL,53000000.0,2023-01-11 00:00:00+00:00
625548,5817,2023-01-07 00:00:00+00:00,PÉRDIDA TOTAL,14000000.0,2023-01-11 00:00:00+00:00
156205,5817,2023-01-23 00:00:00+00:00,GRÚA,94000000.0,2023-01-11 00:00:00+00:00
