payment_id,claim_id,payment_date,payment_type,payment_value,claim_date
147970,1345,2023-01-15 00:00:00+00:00,PÉRDIDA PARCIAL,90000000.0,2023-01-05 00:00:00+00:00
920543,1345,2023-01-06 00:00:00+00:00,PÉRDIDA TOTAL,21000000.0,2023-01-05 00:00:00+00:00
930799,1345,2023-01-16 00:00:00+00:00,PÉRDIDA PARCIAL,86000000.0,2023-01-05 00:00:00+00:00
151493,1345,2023-01-10 00:00:00+00:00,PÉRDIDA TOTAL,68000000.0,2023-01-05 00:00:00+00:00
83593,1345,2023-01-10 00:00:00+00:00,RESPONSABILIDAD CIVIL,41000000.0,2023-01-05 00:00:00+00:00
641146,4321,2023-01-24 00:00:00+00:00,CONDUCTOR ELEGIDO,29000000.0,2023-01-05 00:00:00+00:00
205002,4321,2023-01-30 00:00:00+00:00,RESPONSABILIDAD CIVIL,54000000.0,2023-01-05 00:00:00+00:00
355192,4321,2023-01-07 00:00:00+00:00,PÉRDIDA TOTAL,92000000.0,2023-01-05 00:00:00+00:00
302503,3975,2023-01-15 00:00:00+00:00,RESPONSABILIDAD CIVIL,71000000.0,2023-01-05 00:00:00+00:00
782369,3975,2023-01-15 00:00:00+00:00,CONDUCTOR ELEGIDO,86000000.0,2023-01-05 00:00:00+00:00
98656,3975,2023-01-19 00:00:00+00:00,CONDUCTOR ELEGIDO,37000000.0,2023-01-05 00:00:00+00:00
383625,9600,2023-01-30 00:00:00+00:00,PÉRDIDA PARCIAL,45000000.0,2023-01-05 00:00:00+00:00
953269,9600,2023-01-22 00:00:00+00:00,RESPONSABILIDAD CIVIL,15000000.0,2023-01-05 00:00:00+00:00
969689,894,2023-01-06 00:00:00+00:00,GRÚA,33000000.0,2023-01-05 00:00:00+00:00
716927,894,2023-01-29 00:00:00+00:00,PÉRDIDA TOTAL,23000000.0,2023-01-05 00:00:00+00:00
485939,894,2023-01-25 00:00:00+00:00,PÉRDIDA TOTAL,55000000.0,2023-01-05 00:00:00+00:00
94441,7803,2023-01-13 00:00:00+00:00,RESPONSABILIDAD CIVIL,26000000.0,2023-01-05 00:00:00+00:00
72063,7803,2023-01-04 00:00:00+00:00,CONDUCTOR ELEGIDO,83000000.0,2023-01-05 00:00:00+00:00
291315,7803,2023-01-11 00:00:00+00:00,PÉRDIDA TOTAL,71000000.0,2023-01-05 00:00:00+00:00
391896,2531,2023-01-05 00:00:00+00:00,PÉRDIDA TOTAL,21000000.0,2023-01-05 00:00:00+00:00
948048,2531,2023-01-28 00:00:00+00:00,CONDUCTOR ELEGIDO,1000000.0,2023-01-05 00:00:00+00:00
827984,2531,2023-01-29 00:00:00+00:00,RESPONSABILIDAD CIVIL,96000000.0,2023-01-05 00:00:00+00:00
