payment_id,claim_id,payment_date,payment_type,payment_value,claim_date
768283,3445,2023-01-11 00:00:00+00:00,GRÚA,16000000.0,2023-01-29 00:00:00+00:00
852645,3445,2023-01-29 00:00:00+00:00,RESPONSABILIDAD CIVIL,55000000.0,2023-01-29 00:00:00+00:00
736044,3445,2023-01-19 00:00:00+00:00,GRÚA,76000000.0,2023-01-29 00:00:00+00:00
591031,3445,2023-01-07 00:00:00+00:00,RESPONSABILIDAD CIVIL,46000000.0,2023-01-29 00:00:00+00:00
122608,3445,2023-01-29 00:00:00+00:00,CONDUCTOR ELEGIDO,90000000.0,2023-01-29 00:00:00+00:00
694455,3445,2023-01-03 00:00:00+00:00,GRÚA,97000000.0,2023-01-29 00:00:00+00:00
5744,3445,2023-01-13 00:00:00+00:00,PÉRDIDA PARCIAL,58000000.0,2023-01-29 00:00:00+00:00
812034,4023,2023-01-05 00:00:00+00:00,PÉRDIDA PARCIAL,97000000.0,2023-01-29 00:00:00+00:00
144537,4023,2023-01-12 00:00:00+00:00,GRÚA,6000000.0,2023-01-29 00:00:00+00:00
146687,4023,2023-01-25 00:00:00+00:00,RESPONSABILIDAD CIVIL,89000000.0,2023-01-29 00:00:00+00:00
759229,4023,2023-01-09 00:00:00+00:00,CONDUCTOR ELEGIDO,48000000.0,2023-01-29 00:00:00+00:00
985804,2247,2023-01-24 00:00:00+00:00,CONDUCTOR ELEGIDO,2000000.0,2023-01-29 00:00:00+00:00
877326,2247,2023-01-11 00:00:00+00:00,PÉRDIDA TOTAL,8000000.0,2023-01-29 00:00:00+00:00
915072,2247,2023-01-14 00:00:00+00:00,GRÚA,84000000.0,2023-01-29 00:00:00+00:00
852518,4937,2023-01-30 00:00:00+00:00,PÉRDIDA PARCIAL,55000000.0,2023-01-29 00:00:00+00:00
2891,4937,2023-01-11 00:00:00+00:00,PÉRDIDA TOTAL,30000000.0,2023-01-29 00:00:00+00:00
992969,1465,2023-01-28 00:00:00+00:00,CONDUCTOR ELEGIDO,96000000.0,2023-01-29 00:00:00+00:00
293957,1465,2023-01-09 00:00:00+00:00,GRÚA,30000000.0,2023-01-29 00:00:00+00:00
804219,2534,2023-01-03 00:00:00+00:00,RESPONSABILIDAD CIVIL,49000000.0,2023-01-29 00:00:00+00:00
125018,2534,2023-01-01 00:00:00+00:00,PÉRDIDA TOTAL,88000000.0,2023-01-29 00:00:00+00:00
794080,2534,2023-01-07 00:00:00+00:00,GRÚA,71000000.0,2023-01-29 00:00:00+00:00
894399,2534,2023-01-09 00:00:00+00:00,PÉRDIDA PARCIAL,10000000.0,2023-01-29 00:00:00+00:00
175827,3655,2023-01-26 00:00:00+00:00,PÉRDIDA PARCIAL,34000000.0,2023-01-29 00:00:00+00:00
172137,7273,2023-01-11 00:00:00+00:00,PÉRDIDA TOTAL,82000000.0,2023-01-29 00:00:00+00:00
67113,7273,2023-01-04 00:00:00+00:00,PÉRDIDA TOTAL,44000000.0,2023-01-29 00:00:00+00:00
760316,7273,2023-01-29 00:00:00+00:00,CONDUCTOR ELEGIDO,8000000.0,2023-01-29 00:00:00+00:00
112006,7273,2023-01-18 00:00:00+00:00,CONDUCTOR ELEGIDO,4000000.0,2023-01-29 00:00:00+00:00
970117,7485,2023-01-14 00:00:00+00:00,PÉRDIDA TOTAL,39000000.0,2023-01-29 00:00:00+00:00
900439,7485,2023-01-11 00:00:00+00:00,PÉRDIDA TOTAL,59000000.0,2023-01-29 00:00:00+00:00
308340,7485,2023-01-12 00:00:00+00:00,CONDUCTOR ELEGIDO,88000000.0,2023-01-29 00:00:00+00:00
850336,7485,2023-01-18 00:00:00+00:00,RESPONSABILIDAD CIVIL,59000000.0,2023-01-29 00:00:00+00:00
681660,4069,2023-01-20 00:00:00+00:00,PÉRDIDA TOTAL,11000000.0,2023-01-29 00:00:00+00:00
970318,4069,2023-01-20 00:00:00+00:00,CONDUCTOR ELEGIDO,51000000.0,2023-01-29 00:00:00+00:00
798905,4069,2023-01-08 00:00:00+00:00,CONDUCTOR ELEGIDO,78000000.0,2023-01-29 00:00:00+00:00
863597,3056,2023-01-24 00:00:00+00:00,CONDUCTOR ELEGIDO,49000000.0,2023-01-29 00:00:00+00:00
988182,3056,2023-01-23 00:00:00+00:00,PÉRDIDA TOTAL,55000000.0,2023-01-29 00:00:00+00:00
6863,2093,2023-01-08 00:00:00+00:00,PÉRDIDA TOTAL,41000000.0,2023-01-29 00:00:00+00:00
669534,2093,2023-01-29 00:00:00+00:00,RESPONSABILIDAD CIVIL,89000000.0,2023-01-29 00:00:00+00:00
114412,4296,2023-01-22 00:00:00+00:00,CONDUCTOR ELEGIDO,21000000.0,2023-01-29 00:00:00+00:00
770349,7587,2023-01-19 00:00:00+00:00,RESPONSABILIDAD CIVIL,52000000.0,2023-01-29 00:00:00+00:00
377159,7587,2023-01-21 00:00:00+00:00,GRÚA,91000000.0,2023-01-29 00:00:00+00:00
14374,2928,2023-01-10 00:00:00+00:00,PÉRDIDA PARCIAL,14000000.0,2023-01-29 00:00:00+00:00
414676,4604,2023-01-08 00:00:00+00:00,GRÚA,18000000.0,2023-01-29 00:00:00+00:00
